IDPasivo;Fecha_Donativo;Singularizacion_Donativo;Ocasion_Donativo;Nombre_DonanteEntidad;Nombre_DonanteActivo;Apellidos_DonanteActivo;Nombre_Institucion;IDORPortal_Institucion;IDDonativo
81688;2014-12-22;CD (KULMAPU) ESPECIAS  MAPUCHES (MERKÉN);REGALO NAVIDEÑO;MARIA PAZ EPELMAN M;;;SUBSECRETARIA GENERAL DE GOBIERNO;AG001;254
81731;2015-01-06;Revista Paula "Sudamérica Gastronómica, un viaje por recetas y paisajes".;Navidad;Milena Vodanovic, Directora Revista Paula;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;503
81705;2014-12-12;Calendario decorativo;Saludo navideño;Ministerio de Defensa de Israel;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;272
81963;2014-12-31;LIBRO: "MUSEO NACIONAL DE BELLAS ARTES, COLECCION GODOY;SALUDO FIN DE AÑO;MINISTERIO SECRETARIA NACIONAL DE LA CULTURA DE PARAGUAY;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;480
81810;2014-12-11;VINO;FIESTAS DE FIN DE AÑO ;MINISTRO DE COMERCIO E INVERSIONES DE AUSTRALIA;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;165
81705;2014-12-22;Cuchillo decorativo;Botadura del B.E. "Unión" (Perú);Ministro de Defensa del Perú;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;278
81711;2015-01-26;1 OLEO ;FIRMA CONVENIO DE MEMORANDUM DE ENTENDIMIENTO CON MINISTRO DE MEDIO AMBIENTE Y AGUA DE LOS EMIRATOS ÁRABES;Ministro de Medio Ambiente y Agua de los Emiratos Árabes;;;SUBSECRETARÍA DE ECONOMÍA;AH001;612
81974;2014-12-19;Caja de chocolates Lindt surtidos 500 grs. y Panettone Perbellini Tradicional;Saludo de Fin de Año;Misión Permanente de Colombia ante la OMC;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;555
82001;2014-12-19;Un kilo de arroz Gourmet;presente navideño;Mision Permanente de Tailandia en Ginebra;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;195
81764;2015-01-08;Calendario 2015;Navidad;Mitsubishi Chile Ltda.;;;SUBSECRETARIA DE ENERGÍA;AU002;534
81694;2015-01-05;CAJA CON VINO ESPUMANTE MARCA MONTES ALPHA;SALUDO DE CUMPLEAÑOS;MONTESWINES.COM;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;497
81690;2014-12-19;Libro "Prat";Navidad;Movistar;;;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;508
81709;2014-12-19;Libro "Prat" (Ingresado al Inventario MTT, Acta N° 24305);Navidad;Movistar;;;SUBSECRETARIA DE TRANSPORTES;AN001;204
81711;2014-12-18;SALMON;PRESENTE DE NAVIDAD;MULTIEXPORT FOODS;;;SUBSECRETARÍA DE ECONOMÍA;AH001;185
81732;2015-01-27;Telar;Ceremonia  entrega de Subsidios del Comité de Vivienda Villa el Estero.;Municipalidad de Cholchol;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;636
81472;2014-12-16;REGALO DE CORTESIA;SALUDO NAVIDEÑO;MUNICIPALIDAD DE PADRE HURTADO;;;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;15
81942;2015-01-09;Libro "El Bosque su gente y su historia;Saludo por fiestas de fin de año;Municipalidad del Bosque;;;SUBSECRETARÍA DE PREVENCIÓN DE DELITOS;AB093;563
81722;2014-12-15;libro;Regalo de Navidad;MUSEO HISTORICO NACIONAL;;;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;116
81810;2014-12-11;LIBRO ;FIESTAS DE FIN DE AÑO  ;MUSEO HISTORICO NACIONAL;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;168
81957;2014-12-11;Libro Museo Histórico Nacional;Cortesía;Museo Histórico Nacional;;;SUBSECRETARÍA DE BIENES NACIONALES;AQ001;111
81709;2014-12-17;Libro "Museo Histórico Nacional" (Ingresado al Inventario MTT Acta N°24294);Navidad;Museo Histórico Nacional;;;SUBSECRETARIA DE TRANSPORTES;AN001;156
81688;2014-12-18;LIBRO;REGALO DE NAVIDAD;MUSEO HISTÓRICO NACIONAL;;;SUBSECRETARIA GENERAL DE GOBIERNO;AG001;191
81727;2014-12-18;Publicación del Museo Histórico Nacional  y tarjeta navideña;Regalo Navidad ;Museo Histórico Nacional;;;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;174
81705;2014-12-22;Libro Museo Histórico Nacional;Saludo de Navidad;Museo Histórico Nacional;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;300
81711;2014-12-18;LIBRO;PRESENTE DE NAVIDAD;MUSEO HISTÓRICO NATURAL;;;SUBSECRETARÍA DE ECONOMÍA;AH001;186
81749;2015-01-20;Libro " Museo Histórico Natural";Obsequio de Navidad ;Museo Histórico Natural;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;486
81941;2014-12-01;Revista América Economía;Cortesía;NANBEI Chile S.A.;;;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;76
81941;2015-01-12;Revista América Economía;Cortesía;NANBEI Chile S.A.;;;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;562
81694;2014-12-23;PRODUCTOS NATURA;SALUDO NAVIDAD;NATURA;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;312
81696;2014-12-23;PRODUCTOS NATURA;Fiestas de Navidad;NATURA;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;331
81749;2014-12-19;Productos de Natura ;Obsequio de Navidad ;NATURA;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;491
81719;2014-12-04;Caja de Chocolates;Saludo de Navidad ;NESTLE;;;SUBSECRETARÍA DEL TRABAJO;AL001;90
81713;2014-12-04;1 Caja de Chocolates;Regalo de Navidad;Nestle - Good, Good Life;;;SUBSECRETARÍA DE HACIENDA;AE001;367
81710;2014-12-19;Cajas de Bombones;Presente de Navidad;Nestle Chile S.A:;;;SUBSECRETARIA DEL DEPORTE;BA001;412
81963;2014-12-31;CAJA DE CHOCOLATES;SALUDO FIN DE AÑO;NESTLE PARAGUAY;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;477
81942;2014-12-29;Calendario año 2015;Saludo por fiestas de fin de año;New Horizons Computer Lerning Centers (Empresa Filial Sonda);;;SUBSECRETARÍA DE PREVENCIÓN DE DELITOS;AB093;354
81697;2015-01-06;1 EJEMPLAR REVISTA AMÉRICA ECONOMÍA, EDICIÓN N° 104, DICIEMBRE 2014: "CHILE CONQUISTA EL SOL".;CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;653
81697;2015-01-07;1 EJEMPLAR LIBRO "EL MARTILLO DE PILLAN", DE MARTÍN MUÑOZ KAISER;CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;655
81697;2015-01-09;1 EJEMPLAR DIRECTORIO NACIONAL EMPRESAS Y EJECUTIVOS;CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;656
81697;2015-01-12;1 EJEMPLAR PUBLICACIÓN "AL FINAL"  TEXTO COMPLETO DE LA OBRA DE TEATRO;CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;664
81697;2015-01-27;1 EJEMPLAR REVISTA "GERENCIAS";CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;679
81697;2015-01-27;1 EJEMPLAR REVISTA "CUERPO DIPLOMÁTICO";CORTESÍA;NO SE DISTINGUE REMITENTE;;;SUBSECRETARÍA DE JUSTICIA;AK001;683
81472;2014-12-30;LIBRO;REGALO DE CORTESIA;OFFICE OF THE AUDITOR GENERAL DE CANADA;;;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;29
81473;2014-12-17;CALENDARIO Y AGENDA 2015;SALUDO DE FIN DE AÑO;OFICINA CULTURAL DE TAIPEI;;;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;16
81728;2014-12-23;Una caja de galletas (con 5 galletas navideñas);Saludo Navidad ;OPCION;;;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;290
81713;2014-12-17;1 Calendario 2015;Regalo de Navidad;ORGANIZACIÓN PROTECTORA DE LA INFANCIA;;;SUBSECRETARÍA DE HACIENDA;AE001;380
81723;2015-01-09;Placa de agradecimiento;Llegada de pilotos Dakar 2015 a Iquique;Organización Rally Dakar 2015;;;SUBSECRETARÍA DE TURISMO;AH011;557
81723;2015-01-09;Reloj de pulsera. Subsecretaria dona a Fundación Mis Talentos;Llegada de pilotos Dakar 2015 a Iquique;Organización Rally Dakar 2015;;;SUBSECRETARÍA DE TURISMO;AH011;559
81980;2014-12-23;3 botellas de Champagne, donadas a la Embajada para el desarrollo de actividades oficiales;Navidad;Organización Techint;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;313
81705;2014-12-23;Merchandising empresa / taco;Saludo de Navidad;Philippe Farge, Director General de DCNS;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;302
81941;2015-01-06;Dos entradas Gala del Musical Peter Pan;Cortesía enviada por correo. Subsecretario dona entradas a la Asociación de Funcionarios de la SUBDERE. ;Plaza S.A.;;;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;514
81715;2015-01-06;2 Entradas Vip Platinum PeterPan, Gala Estacion Mapocho;cortesia;Plaza s.a.;;;SUBSECRETARÍA DE ECONOMÍA;AH001;530
81723;2015-01-06;Dos entradas VIP Platinium Peter Pan Gala Estación Mapocho;Cortesía;Plaza S.A.;;;SUBSECRETARÍA DE TURISMO;AH011;629
81726;2015-01-06;2 Entradas Vip Platinum, Musical Peter Pan (14 de Enero 2015 Estación Mapocho));Gala Gira Nacional Musical "Peter Pan"  (evento cultural gratuito);Plaza S.A. (Mall Plaza);;;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;502
81749;2014-12-22;Libro " Policía de Investigaciones de Chile Nuestro Espíritu de Servir";Obsequio de Navidad ;Policía de Investigaciones;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;489
81705;2015-01-14;Libro  reporte de Sustentabilidad 2013;Dar a conocer situación actual de la PUC;Pontifica Universidad Católica de Chile;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;572
81694;2015-01-12;LIBRO REPORTE DE SUSTENTABILIDAD UC 2013 ;REGALO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;585
81697;2015-01-19;1 EJEMPLAR PUBLICACIÓN "APORTE DE LA UC AL DEBATE INTERNACIONAL SOBRE DESPENALIZACIÓN DEL ABORTO";CORTESÍA;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;;;SUBSECRETARÍA DE JUSTICIA;AK001;673
81697;2015-01-27;1 EJEMPLAR REVISTA UNIVERSIDAD CATÓLICA, N° 31;CORTESÍA;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;;;SUBSECRETARÍA DE JUSTICIA;AK001;681
81697;2015-01-27;1 EJEMPLAR PUBLICACIÓN "CONCURSO POLÍTICAS PÚBLICAS 2014, PROPUESTAS PARA CHILE;CORTESÍA;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;;;SUBSECRETARÍA DE JUSTICIA;AK001;684
81705;2015-01-27;Libro Propuestas para Chile, Concurso Políticas Públicas UC;Informativo.;Pontificia Universidad Católica de Chile;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;616
81696;2015-01-19;AGENDA 2015;REGALO;PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;601
81705;2014-12-22;Revista PUCV;Informativa;Pontificia Universidad Católica de Valparaíso;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;305
81731;2015-01-07;Caja Navideña (contenido, aceite de oliva, mermelada de naranja, paté de jamón, pasta para untar.;Navidad;Portalinmobiliario;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;525
81775;2014-12-23;1 Canastillo Navidad;Navidad 2014;Presidencia de la República;;;SUBSECRETARÍA DEL INTERIOR;AB001;308
81712;2015-01-05;2 botellas de vino;Saludo de Cumpleaños Sr. Subsecretario;Presidencia de la República, Oficina de S.E. la Presidenta de la República;;;SUBSECRETARÍA DE HACIENDA;AE001;687
81731;2014-12-17;Canasto  Navideño (chocolates, champagne, vinos);Navidad ;Presidente Banco Chile Andrónico Luksic;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;180
81731;2014-12-19;pelicula;Navidad;Presidente Consejo Nacional de Televisión Oscar Reyes Peña;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;220
81749;2015-01-14;Libro Parques Nacionales de Chile  TOMO I;Obsequio directamente a gabinete del Ministro ;Presidente de ENERSIS Jorge Rosenblut;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;571
81731;2015-01-15;Calendario año 2015;Navidad;Presidente Directorio Teletón Sr. Humberto Chiang,  tarjeta Sr. Mario Kreutzberger y Ximena Caparejos;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;586
81694;2014-12-23;LIBRO "PRAT" ;SALUDO ;PRESIDENTE TELEFONICA CHILE;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;297
81697;2014-12-22;1 CD-AMORES NOTABLES;Cortesía;RADIO DUNA;;;SUBSECRETARÍA DE JUSTICIA;AK001;399
82143;2015-01-12;CALENDRAIO    (NOTA: Llegó en el periodo en que no se había nombrado nueva Ministra);FIESTAS DE FIN DE AÑO;REPUBLICA FEDERAL ALEMANA MINISTERIO DE RR.EE.;;;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;659
81962;2015-01-26;1 EJEMPLAR REVISTA CAPITAL, EDICIÓN N° 389: "CREATIVIDAD: LA DEUDA DE CHILE";CORTESÍA;REVISTA CAPITAL;;;SUBSECRETARÍA DE JUSTICIA;AK001;645
81731;2015-01-15;2 copias de Libro "Quién es Quién en Medio Ambiente 2014, 2015, 2016, Tercera Edición".;Navidad;Revista Induambiente Director Gerente Carlos Araya Cortés;;;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;587
81729;2015-01-06;LIBRO DE COCINA  SUDAMERICANA GASTRONÓMICA;OBSEQUIO;REVISTA PAULA;;;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007;520
81719;2015-01-06;Libro de Cocina "Sudamérica Gastronómica";Saludo de Navidad ;Revista Paula;;;SUBSECRETARÍA DEL TRABAJO;AL001;561
81715;2014-12-23;Video Kulmapuchizate y Merken;Obsequio de Fin de Año;RS VTR;;;SUBSECRETARÍA DE ECONOMÍA;AH001;444
81746;2014-12-22;Quesos;Fiesta Navideña;Santa Rosa Chile Alimentos;;;SUBSECRETARÍA DE AGRICULTURA;AR001;237
81711;2014-12-03;LIBRO;PRESENTE DE NAVIDAD;SANTANDER;;;SUBSECRETARÍA DE ECONOMÍA;AH001;136
81723;2014-12-24;Caja con productos comestibles;Navidad;Secretaría General de La Presidencia;;;SUBSECRETARÍA DE TURISMO;AH011;454
81715;2014-12-24;Caja con productos comestibles;Obsequi de Fin de Año;Secretaria General de La Presidencia de La Presidencia;;;SUBSECRETARÍA DE ECONOMÍA;AH001;336
81980;2014-12-19;6 botellas de Vino, donadas a la Embajada para el desarrollo de actividades oficiales;Navidad;SENADOR RUPERTO GODOY - Provincia de San Juan;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;315
81705;2014-12-02;Medallas decorativas;Exponaval;Servicios Industriales de la Marina/ SIMA;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;81
81722;2014-12-03;2 botellas de vino en caja de madera;regalo de navidad;SOCIEDAD CONCESIONARIA LOS LAGOS;;;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;86
81962;2015-01-15;1 EJEMPLAR "BOLETÍN MINERO", EDICIÓN N° 1286, DICIEMBRE 2014;CORTESÍA;SOCIEDAD NACIONAL DE MINERÍA DE CHILE (SONAMI);;;SUBSECRETARÍA DE JUSTICIA;AK001;637
81697;2015-01-16;1 EJEMPLAR "BOLETÍN MINERO", EDICIÓN N° 1286, DICIEMBRE 2014;CORTESÍA;SOCIEDAD NACIONAL DE MINERÍA DE CHILE (SONAMI);;;SUBSECRETARÍA DE JUSTICIA;AK001;668
81729;2015-01-05;Madera, Muestra de Artesanía, Producto Elaborado por un Artesano Arte Natural Rupestre;Participación en Seminarios y Charlas constribuyendo a impulsar las iniciativas a solucionar problemas sociales, pobreza y desigualdad.;SOCIOLAB;;;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007;517
81694;2015-01-28;LIBRO "QUILLAGUA" LUNA QUE ASOMBRA: HISTORIA Y TURISMO DEL PUEBLO, DEL VALLE Y SU DESIERTO;REGALO ;SQM;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;619
81747;2015-01-28;Libro;Cortesía;Sr. Mauricio Moreno S.;;;SUBSECRETARÍA DE AGRICULTURA;AR001;618
81747;2014-12-23;Carne;Regalo navideño;Sr. Nicanor Allende, Frigorífico Temuco;;;SUBSECRETARÍA DE AGRICULTURA;AR001;327
81747;2014-12-19;Plantín de almácigos ;Regalo navideño;Sr. Pedro Calandra, Director Facultad de Agronomía U. de Chile;;;SUBSECRETARÍA DE AGRICULTURA;AR001;200
81921;2015-01-28;Libro Perú Tierra de Incas;Visita de trabajo para conocer desarrollo del Programa de Modernización Institucional del CDE de delegación de SUNAT, Perú;SUNAT Perú;;;CONSEJO DE DEFENSA DEL ESTADO (CDE);AX001;699
81472;2014-12-17;PRESENTE INSTITUCIONAL - CALCULADORA MADERA;FIRMA CONVENIO;SUPERINTENDENCIA DEL MEDIO AMBIENTE;;;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;18
81711;2014-12-19;1 LIBRO (GUÍA);PRESENTE DE NAVIDAD;SURA;;;SUBSECRETARÍA DE ECONOMÍA;AH001;206
81775;2014-12-19;Manta de Alpaca;Visita de los Niños de Chiu-Chiu;Tejedoras de Chiu-Chiu;;;SUBSECRETARÍA DEL INTERIOR;AB001;197
81711;2014-12-19;1 LIBRO ;PRESENTE DE NAVIDAD;TELEFÓNICA;;;SUBSECRETARÍA DE ECONOMÍA;AH001;207
81688;2014-12-19;Libro "PRAT";Regalo Navidad;TELEFÓNICA;;;SUBSECRETARIA GENERAL DE GOBIERNO;AG001;215
81775;2014-12-22;1 Libro "Prat";Navidad 2014;Telefónica - Movistar;;;SUBSECRETARÍA DEL INTERIOR;AB001;238
81713;2014-12-19;1 Libro de Prat;Regalo de Navidad;TELEFONICA CHILE;;;SUBSECRETARÍA DE HACIENDA;AE001;376
81727;2014-12-19;Libro Prat y tarjeta navideña;obsequio navidad;Telefónica Chile;;;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;208
81810;2014-12-22;LIBRO;FIESTA DE FIN DE AÑO ;TELEFONICA CHILE S.A.;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;245
81698;2014-12-19;Libro - Prat (1948 - 1879);Fiestas de Fin de Año;Telefónica Chile S.A.;;;CONSEJO PARA LA TRANSPARENCIA;CT001;259
34990;2014-12-31;Libro ilustrado "Prat" editado por la Armada de Chile.;Obsequio corporativo, ocasión no especificada por donante.;Telefónica Empresas / Movistar;;;MINISTERIO PUBLICO;NR008;10
81711;2015-01-15;1 CALENDARIO DE ESCRITORIO;CORTESÍA;TELETÓN;;;SUBSECRETARÍA DE ECONOMÍA;AH001;591
81746;2014-12-03;Poncho de Alpaca;Visita a Iquique y sus comunas;Textiles Aymaras;;;SUBSECRETARÍA DE AGRICULTURA;AR001;147
81694;2015-01-06;2 revistas EVALUATION OF ARAB AND INTENATIONAL STRATEGIC STUDIES CENTERS 2013 - 2014;REGALO;THE EMIRATES ARAB FOR STRATEGIC STUDIES AN RESEARCH;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;579
81705;2014-12-02;Merchandising empresa: Libro, llavero y otros. ;Exponaval;ThyssenKrupp;;;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;82
81752;2014-12-23;Libro ;Obsequio de Navidad;Toyotomi;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;294
81724;2014-12-23;01 Vino y tarjeta de Navidad.;Saludo de Navidad.;Turismo Cocha S. A.;;;POLICÍA DE INVESTIGACIONES DE CHILE;AD010;469
81723;2015-01-07;Avión en miniatura;Evento lanzamiento SCL;United Airlines;;;SUBSECRETARÍA DE TURISMO;AH011;527
81749;2015-01-16;Libro Diplomacia " Es posible un orden Mundial Sin Liderazgos Globales?";Obsequio directamente a Gabinete del MInistro ;Universidad Andrés Bello;;;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;597
81715;2014-12-22;Macetero con Araucaria;Obsequio de Fin de Año;Universidad Andres Bello, Red Pacto Global Chile.;;;SUBSECRETARÍA DE ECONOMÍA;AH001;334
81962;2015-01-26;1 EJEMPLAR LIBRO "HERRAMIENTAS PARA EL CAMBIO DE LA GESTIÓN DEL CONFLICTO" DE ISABEL GONZÁLEZ;CORTESÍA;UNIVERSIDAD CENTRAL;;;SUBSECRETARÍA DE JUSTICIA;AK001;644
81744;2014-12-18;libro;Navidad 2014;Universidad Central;;;SUBSECRETARÍA DE MINERÍA;AS001;431
81941;2014-12-08;Diccionario de Epistemología.;Cortesía;Universidad Central de Chile;;;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;98
81694;2015-01-28;LIBRO "DISCURSOS ANIVERSARIO N° 172 DE LA UNIVERSIDAD DE CHILE" ;REGALO;UNIVERSIDAD DE CHILE;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;621
81746;2014-12-18;Plantin;Fiesta Navideña;Universidad de Chile, Facultad de Ciencias Agrónomicas;;;SUBSECRETARÍA DE AGRICULTURA;AR001;236
81962;2015-01-21;1 EJEMPLAR DEL "MANUAL DE INTERVENCIÓN DIFERENCIADA" EDICIONES N°1 Y N°2, "MANUAL DE INTERVENCIÓN, PRACTICA Y GESTIÓN EN REDES" EDICIÓN N°3 Y "MANUAL DE FORMACION ESPECIALIZADA" EDICIÓN N° 5;CORTESÍA;UNIVERSIDAD DE LA FRONTERA;;;SUBSECRETARÍA DE JUSTICIA;AK001;641
81697;2015-01-27;4 EJEMPLARES PUBLICACIÓN "MODELO MULTIDIMENSIONAL DIFERENCIADA CON ADOLESCENTES " DE RICARDO PÉREZ-LUCO Y OTROS;CORTESÍA;UNIVERSIDAD DE LA FRONTERA;;;SUBSECRETARÍA DE JUSTICIA;AK001;678
81719;2015-01-23;Libro " Araucanía";Presente otorgado por la Universidad de la Frontera después de un discurso, Temuco.;Universidad de la Frontera;;;SUBSECRETARÍA DEL TRABAJO;AL001;701
81694;2014-12-11;LIBRO "LA TAREA NUMERO UNO DE CHILE" ;REGALO ;UNIVERSIDAD DE PLAYA ANCHA;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;129
81694;2014-12-23;LIBRO "JORNADAS SOBRE LA REFORMA EDUCACIONAL. REFLEXIONES DESDE LA UNIVERSIDAD DE SANTIAGO DE CHILE" ;DOCUMENTO DE TRABAJO;UNIVERSIDAD DE SANTIAGO DE CHILE;;;SUBSECRETARÍA DE EDUCACIÓN;AJ001;311
81472;2015-01-07;LIBRO - BRUJULA;REGALO DE CORTESIA;UNIVERSIDAD UTEM;;;CONTRALORIA GENERAL DE LA REPUBLICA;NR002;33
81976;2014-12-04;Vino;Cortesía;Varela Hermanos S.A;;;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001;433
81723;2015-01-20;DVD El camino es la meta;Cortesía;Vertical;;;SUBSECRETARÍA DE TURISMO;AH011;628
81941;2014-12-22;DVD Kulmapu: serie de televisión sobre la cultura mapuche y frasco de merkén, 50 gramos.;Cortesía;Vicepresidencia de Asuntos Corporativos y R.S.E. de VTR.;;;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;246
81697;2015-01-12;1 EJEMPLAR REVISTA "EL PARACAÍDAS";CORTESÍA;VICERRECTORÍA DE EXTENSIÓN Y COMUNICACIONES DE LA UNIVERSIDAD DE CHILE;;;SUBSECRETARÍA DE JUSTICIA;AK001;660
81775;2014-12-17;1 botella de vino Montes Alpha -carmere;Cumpleaños ;Viña Montes;;;SUBSECRETARÍA DEL INTERIOR;AB001;142
81713;2014-12-23;1 Libro  "El nuevo valle costero";Regalo de Navidad;Viñas Valle de San Antonio Valle-Region Valparaiso;;;SUBSECRETARÍA DE HACIENDA;AE001;383
81723;2014-12-22;Kulmapu, serie televisiva sobre cultura mapuche;Navidad;VTR;;;SUBSECRETARÍA DE TURISMO;AH011;261
81723;2014-12-22;Frasco de merkén;Navidad;VTR;;;SUBSECRETARÍA DE TURISMO;AH011;364
81775;2014-12-23;1 Caja, contiene: merkén, película ;Navidad 2014;VTR;;;SUBSECRETARÍA DEL INTERIOR;AB001;309
81689;2014-12-22;Video Kulmapu (#kulmapuchizate) y un frasco de 50 gramos de especias mapuches (merkén);Navidad;VTR.com;;;SUBSECRETARIA GENERAL DE GOBIERNO;AG001;253
81723;2014-12-23;Dos vinos;Navidad;Wines of Chile;;;SUBSECRETARÍA DE TURISMO;AH011;411
81723;2015-01-15;Una botella de vino;Cortesía;Wines of Chile;;;SUBSECRETARÍA DE TURISMO;AH011;627
81722;2014-12-12;1 BOTELLA DE CHAMPAGNE ;REGALO DE NAVIDAD;ZAÑARTU CONSULTORES DE INGENIERIA;;;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;199
