FechaInicio_Viaje;FechaTermino_Viaje;Destino_Viaje;CostoTotal_Viaje;Monto_DesgloseViaje;OtroTipo_DesgloseViaje;Nombre_TipoDesglose;Nombre_FinancistaViaje;Apellidos_FinancistaViaje;Nombre_FinancistaViajeEntidad;IDPasivo;IDViaje_CodigoViaje;Nombre_Objeto;Otro_ObjetoViaje;Nombre_Institucion;IDORPortal_Institucion
2015-01-20;2015-01-20;Valparaiso;41;41;viatico;Otros;;;subsecretaria de redes asistenciales;82033;344;Otro;citación congreso nacional comisión de salud ley Miscelánea, cámara diputados;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-16;2014-12-16;Valparasío;41;41;Viático;Otros;;;Ministeiro Secretaría General de la Presidencia;81728;256;Relacionamiento institucional;Asiste a sesiones en el Congreso Nacional, Valparaíso;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001
2014-12-09;2014-12-09;Valparasío;41;41;Viático;Otros;;;Ministerio Secretaría General de la Presidencia;81728;253;Relacionamiento institucional;Asiste a sesiones en el Congreso Nacional, Valparaíso;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001
2014-12-10;2014-12-10;Valparasío;41;41;Viático;Otros;;;Ministerio Secretaría General de la Presidencia;81728;254;Relacionamiento institucional;Asiste a sesiones en el Congreso Nacional, Valparaíso;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001
2014-12-09;2014-12-09;Valparaíso;78000;41;Viático;Otros;;;Subsecretaría de Agricultura;81746;125;Otro;Congreso Nacional: Ver Proyecto de ley sobre asignaciones y modificaciones a la planta del Servicio Agrícola y Ganadero.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-30;2014-12-30;Curicó;81000;41;Viático;Otros;;;Subsecretaría de Agricultura;81746;201;Otro;Entrega de Bono. Canal La Cañada de Curicó;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-11;2014-12-12;SANTIAGO;373;67;;Estadía;;;CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL;81926;303;Capacitación Estudios y Pasantías;REUNIÓN CONSEJOS ZONALES;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-16;2014-12-17;Arica / Valparaíso;655115;112;Gasto representación reunión Gabinete del Agro;Otros;;;Subsecretaría de Agricultura;81747;165;Visitas técnicas;1) Reunión en la Intendencia Regional junto al equipo asesor de la Seremi de Agricultura, visita al Valle de Azapa, Entrevista en canal regional Arica TV, reuniones con dirigentes de Asoagro y Agronor y con el Gabinete del Agro Regional. 2) Comisión Hacienda financiamiento a la implementación de la Ley Cites (SAG, CONAF) y aprobación del Proyecto de Ley sobre Asignación Fitozoosanitaria y modificaciones a la Planta del SAG.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-19;2014-12-20;Temuco;426000;143;;Estadía;;;Subsecretaria de Agricultura;81746;157;Entrevistas, reuniones o audiencias;Visita Construcción de Tranques para capacitación de aguas lluvias. Comuna de Galvarino. Visita Instalación de Estación Agrometeorológica. Comuna de Chol-Chol. Inauguración Bodega COTRISA en Nehuentúe.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-20;2014-12-21;Coyhaique;143;143;;Estadía;;;Subsecretaría de Evaluación Social;81729;266;Relacionamiento institucional;Diálogos ciudadanos - cierre entrega subsidios  FOSIS calefacción - entrega subsidios para apotreramiento de predios;SUBSECRETARIA DE EVALUACIÓN SOCIAL;AI007
2014-12-16;2014-12-17;Arica / Valparaíso;655115;143;Viático;Otros;;;Subsecretaría de Agricultura;81747;165;Visitas técnicas;1) Reunión en la Intendencia Regional junto al equipo asesor de la Seremi de Agricultura, visita al Valle de Azapa, Entrevista en canal regional Arica TV, reuniones con dirigentes de Asoagro y Agronor y con el Gabinete del Agro Regional. 2) Comisión Hacienda financiamiento a la implementación de la Ley Cites (SAG, CONAF) y aprobación del Proyecto de Ley sobre Asignación Fitozoosanitaria y modificaciones a la Planta del SAG.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-26;2014-12-27;Puerto Montt;450000;143;Viático;Otros;;;Subsecretaría de Agricultura;81746;197;Otro;Asistir a Embarcación de Vaquillas con destino a China;SUBSECRETARÍA DE AGRICULTURA;AR001
2015-01-21;2015-01-22;La Paz, Bolivia;201;200;viático;Otros;;;Cancillería;81750;383;Otro;Ceremonia de Posesión del Mando Presidencial en Bolivia 22 de enero de 2015;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2015-01-08;2015-01-10;Ciudad de la Serena, Valle del Elqui y Andacollo;471;226;;Pasaje;;;Subsecretaria de Medio Ambiente;81749;328;Celebraciones, conmemoraciones e inauguraciones,;Ceremonia de Declaración de Santuario de la Naturaleza en Estero Derecho, Ceremonia anuncio entrada en vigencia Plan Descontaminación Andacollo, Entrega Balance 2014 y proyecciones 2015 del Ministerio del Medio Ambiente.;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002
2014-12-15;2014-12-16;PUERTO VARAS;238;238;;Pasaje;;;SUBSECRETARIA DE SALUD PUBLICA;81931;194;Relacionamiento institucional;REUNIÓN NACIONAL DE DIRECTIVOS DE SALUD;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2015-01-08;2015-01-10;Ciudad de la Serena, Valle del Elqui y Andacollo;471;245;;Alimentación;;;Subsecretaría de Medio Ambiente;81749;328;Celebraciones, conmemoraciones e inauguraciones,;Ceremonia de Declaración de Santuario de la Naturaleza en Estero Derecho, Ceremonia anuncio entrada en vigencia Plan Descontaminación Andacollo, Entrega Balance 2014 y proyecciones 2015 del Ministerio del Medio Ambiente.;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002
2014-12-19;2014-12-20;Temuco;426000;283;;Pasaje;;;Subsecretaría de Agricultura;81746;157;Entrevistas, reuniones o audiencias;Visita Construcción de Tranques para capacitación de aguas lluvias. Comuna de Galvarino. Visita Instalación de Estación Agrometeorológica. Comuna de Chol-Chol. Inauguración Bodega COTRISA en Nehuentúe.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-03;2014-12-04;Iquique;650000;300;Viático;Otros;;;Subsecretaria de Agricultura;81746;73;Celebraciones, conmemoraciones e inauguraciones,;Inauguración obra en la Tirana, reunión con agricultores en la comuna de Pica, visita a predios agricolas y visita al terminal agropecuario de Iquique;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-11;2014-12-12;SANTIAGO;373;306;;Pasaje;;;CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL;81926;303;Capacitación Estudios y Pasantías;REUNIÓN CONSEJOS ZONALES;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-26;2014-12-27;Puerto Montt;450000;307;;Pasaje;;;Subsecretaría de Agricultura;81746;197;Otro;Asistir a Embarcación de Vaquillas con destino a China;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-01;2014-12-02;IQUIQUE;330;330;;Pasaje;;;SUBSECRETARIA DE SALUD PUBLICA;81931;191;Seminarios, Conferencias o Congresos;INAUGURACIÓN /  SEMINARIO SALUD OCUPACIONAL ESTUDIOS Y EXPERIENCIAS REFERENTES A LA IMPLEMENTACION DE LA NORMATIVA  DE EXPOSICION;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-16;2014-12-18;Argentina;1890000;592;Viático;Otros;;;Subsecretaría de Agricultura;81746;152;Otro;Cumbre de Jefes y Jefas de Estado del Mercosur y Estados Asociados;SUBSECRETARÍA DE AGRICULTURA;AR001
2015-01-22;2015-01-22;Antofagasta;717;717;;Pasaje;;;Secretaría y Administarción General;81713;396;Relacionamiento institucional;Convenio entre Gobierno de Chile y Minera Escondida para el Desarrollo de los Estudios para Teleférico y Transporte Público.;SUBSECRETARÍA DE HACIENDA;AE001
2014-12-16;2014-12-18;Argentina;1890000;1298;;Pasaje;;;Ministerio de Relaciones Exteriores;81746;152;Otro;Cumbre de Jefes y Jefas de Estado del Mercosur y Estados Asociados;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-11-29;2014-12-04;Paris, Francia;8313;1472;viatico;Otros;;;subsecretaria de Servicios Sociales;81717;96;Seminarios, Conferencias o Congresos;OECD High Level Policy Forum on Migration 2014;SUBSECRETARIA DE SERVICIOS SOCIALES;AI008
2014-12-23;2014-12-23;Puerto Varas;1659;1659;$1659 gasto combustible;Otros;;;MINISTERIO PUBLICO;35000;17;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-23;2014-12-23;Puerto Varas;1659;1659;$1659 gasto combustible;Otros;;;MINISTERIO PUBLICO;35019;19;Otro;Otro;MINISTERIO PUBLICO;NR008
2015-01-07;2015-01-07;Valparaíso;77752;2000;Estacionamiento;Otros;;;Subsecretaria de Transportes;81709;293;Otro;Asistir a la Comisión de Obras Públicas del Senado, Presentación Proyecto Av. España y Fisccalización TNE;SUBSECRETARIA DE TRANSPORTES;AN001
2015-01-13;2015-01-13;Valparaíso;68331;3000;Estacionamiento;Otros;;;Subsecretaria de Transportes;81709;306;Otro;Asistir a la Comisión de OOPP, Transportes y Telecomunicaciones de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2015-01-06;2015-01-06;valparaiso;44228;3400;Peaje;Otros;;;Subsecretaria de Economia y Empresas de Menor Tamaño;81715;283;Otro;Sesión en el Congreso Nacional;SUBSECRETARÍA DE ECONOMÍA;AH001
2015-01-07;2015-01-07;Valparaiso;44228;3400;Peaje;Otros;;;Subsecretaria de Economia y Empresas de Menor Tamaño;81715;290;Otro;Presentacion Proyecto de Ley;SUBSECRETARÍA DE ECONOMÍA;AH001
2015-01-06;2015-01-06;Valparaíso;68052;4000;Estacionamiento;Otros;;;Subsecretaria de Transportes;81709;292;Otro;Asistir a las Comisiónes de OOPP, Transportes y Telecomunicaciones y Economía de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2014-11-28;2014-11-28;San Fernando;4200;4200;PEAJES;Otros;;;Ministerio de Economía;81711;80;Visitas técnicas;Participar en el Consejo Consultivo de Empresas de Menor Tamaño;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-12-02;2014-12-07;Washington DC, Estados Unidos;5165;4787;;Pasaje;;;Servicio Nacional de la Mujer;81960;186;Seminarios, Conferencias o Congresos;Invitación a participar del Diálogo Regional de Política de la Red de Igualdad de Género/La Violencia contra las Mujeres: Avanzando hacia soluciones basadas en la evidencia", organizado por el Banco Interamericano de Desarrollo;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-11;2014-12-11;Rancagua;63127;4800;Peajes;Otros;;;Subsecretaria de Transporte;81709;137;Visitas técnicas;Funcionamiento 4G y visita UOCT;SUBSECRETARIA DE TRANSPORTES;AN001
2015-01-08;2015-01-08;QUINTERO;5000;5000;COMBUSTIBLE;Otros;;;CORP. ADM. PODER JUDICIAL;81828;285;Visitas técnicas;REVISIÓN DE TRASLADO DE PUESTOS DE TRABAJO;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-30;2014-12-30;Frutillar;5099;5099;$1.100 peajes
$3.999 gasto combustible;Otros;;;MINISTERIO PUBLICO;35000;18;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-30;2014-12-30;Frutillar;5099;5099;$1.100 peajes
$3.999 gasto combustible;Otros;;;MINISTERIO PUBLICO;35019;20;Otro;Otro;MINISTERIO PUBLICO;NR008
2015-01-06;2015-01-06;Valparaíso;68052;5100;Peajes;Otros;;;Subsecretaria de Transporte;81709;292;Otro;Asistir a las Comisiónes de OOPP, Transportes y Telecomunicaciones y Economía de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-11;2014-12-12;SANTIAGO;100000;5500;;Pasaje;;;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;81828;112;Entrevistas, reuniones o audiencias;ENCUENTROS DE CONSEJOS ZONALES;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-10;2014-12-10;SANTIAGO;47714;5790;;Pasaje;;;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;81828;111;Capacitación Estudios y Pasantías;CURSO DE TEAM BUILLDING;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-10;2014-12-10;Valparaiso;47627;6800;peaje;Otros;;;Subsecretaria de Economia y Empresa de Menor Tamaño;81715;155;Otro;Cesion del Congreso Nacional;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-12-02;2014-12-02;Concón, Valparaiso;40600;6800;Peajes;Otros;;;Subsecretaría de Defensa;81692;91;Celebraciones, conmemoraciones e inauguraciones,;Asistir a la inauguración de la EXPONAVAL 2014, con la asistencia de SE la Presidenta de la República.;SUBSECRETARIA DE DEFENSA;AD021
2014-12-09;2014-12-09;Valparaiso, Chile;40400;6800;Peajes;Otros;;;Subsecretaría de Defensa;81692;106;Entrevistas, reuniones o audiencias;Asistir a una reunión al Congreso Nacional acompañando al Sr. MDN.;SUBSECRETARIA DE DEFENSA;AD021
2014-12-18;2014-12-25;Valparaiso;40400;6800;Peajes;Otros;;;Subsecretaría de Defensa;81692;175;Otro;Participar de las ceremonias de  graduación de las Academias de Guerra, Politécnica y Escuela Naval.;SUBSECRETARIA DE DEFENSA;AD021
2015-01-07;2015-01-07;Valparaíso;77752;6800;Peajes;Otros;;;Subsecretaria de Transporte;81709;293;Otro;Asistir a la Comisión de Obras Públicas del Senado, Presentación Proyecto Av. España y Fisccalización TNE;SUBSECRETARIA DE TRANSPORTES;AN001
2014-11-28;2014-11-28;Valparaíso;75752;6800;Peajes;Otros;;;Subsecretaria de Transportes;81709;149;Otro;Presentación plan recuperación ascensores Valparaíso, actividad con la Presidenta de la República;SUBSECRETARIA DE TRANSPORTES;AN001
2015-01-13;2015-01-13;Valparaíso;68331;6800;peajes;Otros;;;Subsecretaria de Transportes;81709;306;Otro;Asistir a la Comisión de OOPP, Transportes y Telecomunicaciones de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2015-01-13;2015-01-14;Valparaíso, Chile;145999;6801;;Pasaje;;;Subsecretaría del Trabajo;81719;443;Entrevistas, reuniones o audiencias;Asistir a la Comisión de Trabajo de la Cámara de Diputados;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-06;2015-01-07;Valparaíso, Chile;145999;6801;Peaje;Otros;;;Subsecretaría del Trabajo;81719;441;Entrevistas, reuniones o audiencias;Asistir a la Comisión de Trabajo y Previsión de la Cámara y Senado  - Proyecto Reforma Laboral;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-09;2015-01-09;Rancagua, Chile;91519;6801;Peaje;Otros;;;Subsecretaría del Trabajo;81719;442;Entrevistas, reuniones o audiencias;Actividades en Terreno - Rancagua, Rengo- Reunión con autoridades locales y entrevistas con prensa local;SUBSECRETARÍA DEL TRABAJO;AL001
2014-11-29;2014-12-04;Paris, Francia;8313;6840;;Pasaje;;;Subsecretaria de Servicios Sociales;81717;96;Seminarios, Conferencias o Congresos;OECD High Level Policy Forum on Migration 2014;SUBSECRETARIA DE SERVICIOS SOCIALES;AI008
2015-01-09;2015-01-09;Antofagasta;437827;7000;Traslado  al aeropuerto;Otros;;;Subsecretaria de Transportes;81709;304;Otro;Reunión con Gobierno Regional por Proyecto Metro Cable;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-17;2014-12-17;Los Muermos y Puerto Varas;7928;7928;$7.928 gasto combustible;Otros;;;MINISTERIO PUBLICO;35019;1;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-17;2014-12-17;Los Muermos y Puerto Varas;7928;7928;$7.928 gasto combustible;Otros;;;MINISTERIO PUBLICO;35019;1;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-10;2014-12-10;SANTIAGO;47714;10000;;Alimentación;;;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;81828;111;Capacitación Estudios y Pasantías;CURSO DE TEAM BUILLDING;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-17;2014-12-17;Los Muermos y Puerto Varas;10114;10114;$8.414 gasto combustible 
$1700 peajes;Otros;;;MINISTERIO PUBLICO;35000;52;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-09;2014-12-09;Ovalle. ;42284;11602;;Pasaje;;;MINISTERIO PUBLICO;35013;46;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-05;FISCALIA LOCAL CURICO;29559;13800;RENDICION ;Otros;;;MINISTERIO PUBLICO;34997;40;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2015-01-10;2015-01-10;Maule, Chile;14600;14600;Peajes;Otros;;;Subsecretaría de Turismo;81723;338;Celebraciones, conmemoraciones e inauguraciones,;Salida turística ferrocarril Ramal Talca-Constitución;SUBSECRETARÍA DE TURISMO;AH011
2014-12-09;2014-12-09;Valparaíso;15000;15000;;Pasaje;;;Subtel;81690;104;Relacionamiento institucional;Citación de la Comisión de Transportes y Telecomunicaciones del Senado;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002
2015-01-08;2015-01-08;QUILLOTA;15000;15000;COMBUSTIBLE Y PEAJE;Otros;;;CAPJ. ZONAL VALPO;81828;284;Visitas técnicas;REVISIÓN DE TRABAJOS DE ORDENAMIENTO Y TRASLADO BODEGA PARA SER ENTREGADO A BIENES NACIONALES;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2015-01-10;2015-01-10;Talca;111627;15200;Peajes;Otros;;;Subsecretaria de Transportes;81709;305;Otro;Inauguración recorrido turístico tren ramal Talca - Constitución;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-24;2014-12-24;FISCALIA LOCAL CURICO;15319;15319;;Pasaje;;;MINISTERIO PUBLICO;34997;65;Visitas técnicas;Visitas Técnicas;MINISTERIO PUBLICO;NR008
2014-12-12;2014-12-12;Universidad de Talca, sede Curicó, Comuna de Curicó;15588;15588;;Pasaje;;;MINISTERIO PUBLICO;35016;12;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-12-12;2014-12-12;FISCALIA DE CURICO Y UNIVERSIDAD DE TALCA, SEDE CURICO;15588;15588;;Pasaje;;;MINISTERIO PUBLICO;34997;60;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-05;FISCALIA LOCAL CURICO;29559;15759;;Pasaje;;;MINISTERIO PUBLICO;34997;40;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-12-23;2014-12-23;CAUQUENES;47438;16756;;Pasaje;;;MINISTERIO PUBLICO;34997;55;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-05;Maullín;16966;16966;$11.966 gasto combustible,
$5.000 peajes;Otros;;;MINISTERIO PUBLICO;35000;22;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-11;2014-12-11;Rancagua;63127;17500;Bencina;Otros;;;Subsecretaria de Transporte;81709;137;Visitas técnicas;Funcionamiento 4G y visita UOCT;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-10;2014-12-10;Santiago;37844;17613;;Pasaje;;;Corporación Administrativa del Poder Judicial;81838;405;Capacitación Estudios y Pasantías;Capacitación Programa Team Building;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2015-01-13;2015-01-13;Valparaíso;68331;17704;Bencina;Otros;;;Subsecretaria de Transportes;81709;306;Otro;Asistir a la Comisión de OOPP, Transportes y Telecomunicaciones de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-02;2014-12-02;Rancagua;58964;17880;;Pasaje;;;MINISTERIO PUBLICO;34990;15;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2015-01-06;2015-01-06;Valparaíso;68052;18125;Bencina;Otros;;;Subsecretaria de Transporte;81709;292;Otro;Asistir a las Comisiónes de OOPP, Transportes y Telecomunicaciones y Economía de la Cámara de Diputados;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-16;2014-12-16;La Unión y Río Bueno;49442;18760;;Pasaje;;;MINISTERIO PUBLICO;35027;35;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-02;2014-12-02;Chanco;59686;19086;Viatico;Otros;;;Corporación administrativa del poder judicial;81850;88;Visitas técnicas;Visita técnica junto a arquitecto de CAPJ Nivel central;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-10;2014-12-10;Santiago;37844;20230;;Alimentación;;;Corporación Administrativa del Poder Judicial;81838;405;Capacitación Estudios y Pasantías;Capacitación Programa Team Building;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2014-12-26;2014-12-26;Osorno;21064;21064;$17.064 gasto combustible
$4.000 peajes;Otros;;;MINISTERIO PUBLICO;35019;16;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-26;2014-12-26;Osorno;21064;21064;$17.064 gastos combustible
$4.000 peajes;Otros;;;MINISTERIO PUBLICO;35000;3;Otro;Otro;MINISTERIO PUBLICO;NR008
2014-12-10;2014-12-10;Pucón;53552;22870;;Pasaje;;;MINISTERIO PUBLICO;35018;41;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-22;2014-12-22;Panguipulli y Mariquina;54562;23880;;Pasaje;;;MINISTERIO PUBLICO;35027;44;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-13;2014-12-13;Rancagua, Chile;55482;24800;;Pasaje;;;Servicio Nacional de la Mujer;81960;214;Seminarios, Conferencias o Congresos;Asistencia al Encuentro Zonal de Mujeres Indígenas.;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
